,plotID,ID,timeDisSite,typeSample,typeCode,timeSample,DiseaseStatus,variety.x,site,block,lat,long,moistPerc,testWeight.lbsPerBu,yield.lbsPerAcre,FgTa.Mean,DON.Mean.R1,fungiDepth,Sdiv
171,10,L10-T3,T3_Urbana,leaf,L,T3,,495,Urbana,4,40.080383,-88.224217,14.8,53.7,90.1596781,0.343,0.920444599,1101,4
172,10,L10-T4,T4_Urbana,leaf,L,T4,,495,Urbana,4,40.080383,-88.224217,14.8,53.7,90.1596781,0.343,0.920444599,2876,10
173,11,L11-T1,T1_Urbana,leaf,L,T1,,505,Urbana,4,40.0803,-88.224217,14.4,53.3,89.32538216,0.2,0.553794775,4597,14
174,11,L11-T2,T2_Urbana,leaf,L,T2,,505,Urbana,4,40.0803,-88.224217,14.4,53.3,89.32538216,0.2,0.553794775,23500,10
175,11,L11-T3,T3_Urbana,leaf,L,T3,,505,Urbana,4,40.0803,-88.224217,14.4,53.3,89.32538216,0.2,0.553794775,774,7
176,12,L12-T1,T1_Urbana,leaf,L,T1,,492,Urbana,4,40.080217,-88.224217,16.1,54.5,86.44245854,0.306,0.989690041,4451,17
177,12,L12-T2,T2_Urbana,leaf,L,T2,,492,Urbana,4,40.080217,-88.224217,16.1,54.5,86.44245854,0.306,0.989690041,1715,8
178,12,L12-T4,T4_Urbana,leaf,L,T4,,492,Urbana,4,40.080217,-88.224217,16.1,54.5,86.44245854,0.306,0.989690041,2312,13
179,13,L13-T1,T1_Ewing,leaf,L,T1,,492,Ewing,1,38.096467,-88.8457,13.6,56.7,70.84903329,0.665,3.722755801,5410,20
180,13,L13-T2,T2_Ewing,leaf,L,T2,,492,Ewing,1,38.096467,-88.8457,13.6,56.7,70.84903329,0.665,3.722755801,607,5
181,13,L13-T3,T3_Ewing,leaf,L,T3,,492,Ewing,1,38.096467,-88.8457,13.6,56.7,70.84903329,0.665,3.722755801,3650,6
182,14,L14-T1,T1_Ewing,leaf,L,T1,,495,Ewing,1,38.096467,-88.845633,13,58.1,76.37687861,0.365,1.576142686,4297,13
183,14,L14-T2,T2_Ewing,leaf,L,T2,,495,Ewing,1,38.096467,-88.845633,13,58.1,76.37687861,0.365,1.576142686,4480,5
184,14,L14-T3,T3_Ewing,leaf,L,T3,,495,Ewing,1,38.096467,-88.845633,13,58.1,76.37687861,0.365,1.576142686,3761,5
185,14,L14-T4,T4_Ewing,leaf,L,T4,,495,Ewing,1,38.096467,-88.845633,13,58.1,76.37687861,0.365,1.576142686,3336,5
186,15,L15-T2,T2_Ewing,leaf,L,T2,,505,Ewing,1,38.096467,-88.845567,13.5,55.5,74.26896552,0.333,1.01803183,4303,6
187,15,L15-T3,T3_Ewing,leaf,L,T3,,505,Ewing,1,38.096467,-88.845567,13.5,55.5,74.26896552,0.333,1.01803183,2569,5
188,15,L15-T4,T4_Ewing,leaf,L,T4,,505,Ewing,1,38.096467,-88.845567,13.5,55.5,74.26896552,0.333,1.01803183,630,5
189,16,L16-T1,T1_Ewing,leaf,L,T1,,495,Ewing,2,38.096467,-88.8455,13.3,55.1,67.74938808,0.23,1.286261614,4136,13
190,16,L16-T2,T2_Ewing,leaf,L,T2,,495,Ewing,2,38.096467,-88.8455,13.3,55.1,67.74938808,0.23,1.286261614,1709,4
191,16,L16-T3,T3_Ewing,leaf,L,T3,,495,Ewing,2,38.096467,-88.8455,13.3,55.1,67.74938808,0.23,1.286261614,2642,8
192,16,L16-T4,T4_Ewing,leaf,L,T4,,495,Ewing,2,38.096467,-88.8455,13.3,55.1,67.74938808,0.23,1.286261614,1440,2
193,17,L17-T2,T2_Ewing,leaf,L,T2,,492,Ewing,2,38.096467,-88.845417,13.4,54.6,70.1775882,0.696,4.50379559,2405,5
194,17,L17-T3,T3_Ewing,leaf,L,T3,,492,Ewing,2,38.096467,-88.845417,13.4,54.6,70.1775882,0.696,4.50379559,1746,7
195,17,L17-T4,T4_Ewing,leaf,L,T4,,492,Ewing,2,38.096467,-88.845417,13.4,54.6,70.1775882,0.696,4.50379559,3337,8
196,18,L18-T1,T1_Ewing,leaf,L,T1,,505,Ewing,2,38.096467,-88.84535,14.8,52.6,74.79666733,0.077,0.213030026,1828,13
197,18,L18-T2,T2_Ewing,leaf,L,T2,,505,Ewing,2,38.096467,-88.84535,14.8,52.6,74.79666733,0.077,0.213030026,1716,3
198,18,L18-T3,T3_Ewing,leaf,L,T3,,505,Ewing,2,38.096467,-88.84535,14.8,52.6,74.79666733,0.077,0.213030026,2766,6
199,18,L18-T4,T4_Ewing,leaf,L,T4,,505,Ewing,2,38.096467,-88.84535,14.8,52.6,74.79666733,0.077,0.213030026,700,6
200,19,L19-T1,T1_Ewing,leaf,L,T1,,505,Ewing,3,38.096467,-88.845283,13.2,56.8,69.50228423,0.451,3.198746795,3355,17
201,19,L19-T2,T2_Ewing,leaf,L,T2,,505,Ewing,3,38.096467,-88.845283,13.2,56.8,69.50228423,0.451,3.198746795,5443,4
202,19,L19-T3,T3_Ewing,leaf,L,T3,,505,Ewing,3,38.096467,-88.845283,13.2,56.8,69.50228423,0.451,3.198746795,2562,10
203,20,L20-T1,T1_Ewing,leaf,L,T1,,495,Ewing,3,38.096467,-88.845217,12.5,58.7,75.12756627,0.487,1.901601105,1727,25
204,20,L20-T2,T2_Ewing,leaf,L,T2,,495,Ewing,3,38.096467,-88.845217,12.5,58.7,75.12756627,0.487,1.901601105,1079,8
205,20,L20-T3,T3_Ewing,leaf,L,T3,,495,Ewing,3,38.096467,-88.845217,12.5,58.7,75.12756627,0.487,1.901601105,1734,5
206,21,L21-T1,T1_Ewing,leaf,L,T1,,492,Ewing,3,38.096467,-88.84515,13.9,52.4,71.43365358,0.804,3.207684961,4856,21
207,21,L21-T2,T2_Ewing,leaf,L,T2,,492,Ewing,3,38.096467,-88.84515,13.9,52.4,71.43365358,0.804,3.207684961,4494,9
208,21,L21-T3,T3_Ewing,leaf,L,T3,,492,Ewing,3,38.096467,-88.84515,13.9,52.4,71.43365358,0.804,3.207684961,6218,13
209,21,L21-T4,T4_Ewing,leaf,L,T4,,492,Ewing,3,38.096467,-88.84515,13.9,52.4,71.43365358,0.804,3.207684961,8271,6
210,22,L22-T1,T1_Ewing,leaf,L,T1,,495,Ewing,4,38.096467,-88.845083,13.8,54.4,77.33773969,0.376,2.783528803,1340,14
211,22,L22-T3,T3_Ewing,leaf,L,T3,,495,Ewing,4,38.096467,-88.845083,13.8,54.4,77.33773969,0.376,2.783528803,5615,4
212,23,L23-T1,T1_Ewing,leaf,L,T1,,505,Ewing,4,38.09645,-88.845017,13.7,52.7,71.59958541,0.146,0.137264947,3763,27
213,23,L23-T2,T2_Ewing,leaf,L,T2,,505,Ewing,4,38.09645,-88.845017,13.7,52.7,71.59958541,0.146,0.137264947,4317,7
214,23,L23-T3,T3_Ewing,leaf,L,T3,,505,Ewing,4,38.09645,-88.845017,13.7,52.7,71.59958541,0.146,0.137264947,5759,8
215,23,L23-T4,T4_Ewing,leaf,L,T4,,505,Ewing,4,38.09645,-88.845017,13.7,52.7,71.59958541,0.146,0.137264947,1230,6
216,24,L24-T1,T1_Ewing,leaf,L,T1,,492,Ewing,4,38.096467,-88.84495,14.1,52.4,71.26772175,0.351,2.449112251,4267,13
217,24,L24-T2,T2_Ewing,leaf,L,T2,,492,Ewing,4,38.096467,-88.84495,14.1,52.4,71.26772175,0.351,2.449112251,1286,4
218,24,L24-T3,T3_Ewing,leaf,L,T3,,492,Ewing,4,38.096467,-88.84495,14.1,52.4,71.26772175,0.351,2.449112251,2831,8
219,24,L24-T4,T4_Ewing,leaf,L,T4,,492,Ewing,4,38.096467,-88.84495,14.1,52.4,71.26772175,0.351,2.449112251,524,4
