"","Feature.ID","Confidence","domain","phylum","class","order","family","genus","species","SH"
"1","ASV1",0.946394356359482,"Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium_herbarum","SH1335104.10FU"
"2","ASV10",0.999751815683141,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_frias","SH1402560.10FU"
"3","ASV100",0.789276462034172,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora",NA,NA
"4","ASV1000",0.714677932842057,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","Didymocyrtis_pini","SH1311120.10FU"
"5","ASV1001",0.979126672394118,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1366076.10FU"
"6","ASV1002",0.999832269211174,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","Stagonospora_foliicola","SH1408757.10FU"
"7","ASV1003",0.999994471133271,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Chaetothyriales_gen_Incertae_sedis","Chaetothyriales_sp","SH1265201.10FU"
"8","ASV1004",0.847258105652975,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","Bipolaris_cynodontis","SH1663108.10FU"
"9","ASV1005",0.996083181170811,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerella","Mycosphaerella_latebrosa","SH1347046.10FU"
"10","ASV1006",0.999980524393209,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"11","ASV1007",0.841533329364076,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces","Limonomyces_sp",NA
"12","ASV1008",0.999824142530971,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1337750.10FU"
"13","ASV1009",0.775283202029701,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Dothiora","Dothiora_prunorum","SH1778599.10FU"
"14","ASV101",0.796781488239333,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_tephrensis","SH1303771.10FU"
"15","ASV1010",0.99999900288104,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_typharum","SH1331838.10FU"
"16","ASV1011",0.999986218976923,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina",NA,NA
"17","ASV1012",0.76173630542193,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes","Trametes_versicolor","SH1088860.10FU"
"18","ASV1013",0.987605517965114,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1409007.10FU"
"19","ASV1014",0.994095655990279,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_caroliniana","SH1336761.10FU"
"20","ASV1015",0.974445266161316,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"21","ASV1016",0.912378360044495,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"22","ASV1019",0.998767854507986,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","SH1135756.10FU"
"23","ASV102",0.99892016235571,"Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp","SH1338547.10FU"
"24","ASV1020",0.771945078927478,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1383604.10FU"
"25","ASV1021",0.769390225997439,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides",NA
"26","ASV1022",0.999882541902819,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Diatrypaceae_gen_Incertae_sedis","Diatrypaceae_sp","SH1168675.10FU"
"27","ASV1023",0.94729664473848,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium","Trichomerium_dioscoreae","SH1341804.10FU"
"28","ASV1024",0.73977748205168,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Radulidium","Radulidium_subulatum","SH1169751.10FU"
"29","ASV1026",0.907559560225148,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_aurea","SH1941047.10FU"
"30","ASV1027",0.782757802050731,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella",NA,NA
"31","ASV1028",0.982467812072547,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Murispora","Murispora_hawksworthii","SH1970013.10FU"
"32","ASV1029",0.99997475391775,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_rishiriensis","SH1051500.10FU"
"33","ASV103",0.78381893795072,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp",NA
"34","ASV1030",0.774387680062554,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_sp","SH1408887.10FU"
"35","ASV1031",0.999689573633456,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"36","ASV1032",0.946770930901236,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"37","ASV1033",0.968323866352613,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideales_fam_Incertae_sedis",NA,NA,NA
"38","ASV1034",0.823722521479503,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1409007.10FU"
"39","ASV1035",0.999994854080877,"Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeomycetes_ord_Incertae_sedis","Spiculogloeomycetes_fam_Incertae_sedis","Meniscomyces","Meniscomyces_layueensis","SH1295304.10FU"
"40","ASV1036",0.999999988321376,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium",NA,NA
"41","ASV1037",0.999897784077814,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA,NA
"42","ASV1038",0.963100290804808,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"43","ASV1039",0.930074845006396,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1061741.10FU"
"44","ASV104",0.890800693190806,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","SH1290132.10FU"
"45","ASV1040",0.950784914622311,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_aurea","SH1941047.10FU"
"46","ASV1042",0.958228379709433,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"47","ASV1043",0.999978125146161,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Spizellomycetales_sp","SH1200188.10FU"
"48","ASV1044",0.999999928074658,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium",NA,NA
"49","ASV1045",0.813143168660582,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",NA,NA
"50","ASV1046",0.999582423551171,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma",NA,NA
"51","ASV1047",0.999999868032939,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Erysiphaceae","Neoerysiphe","Neoerysiphe_galeopsidis","SH1357459.10FU"
"52","ASV1048",0.802108969392294,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,NA
"53","ASV1049",0.897997250859691,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis",NA,NA,NA
"54","ASV105",0.999988842150791,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_oeirense","SH1665267.10FU"
"55","ASV1050",0.999999109335562,"Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,NA
"56","ASV1053",0.998793049252611,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae",NA,NA,NA
"57","ASV1054",0.710260520103345,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_collo-cygni","SH1860943.10FU"
"58","ASV1055",0.982769018404451,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"59","ASV1056",0.904198401497513,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_dumuzii","SH1051495.10FU"
"60","ASV1057",0.980567014894539,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis",NA,NA
"61","ASV1058",0.727088956781071,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"62","ASV1059",0.968642699497128,"Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia","Tilletia_indica","SH1190324.10FU"
"63","ASV106",0.906801770758085,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_aurea","SH1941047.10FU"
"64","ASV1060",0.94518461167603,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"65","ASV1061",0.966537959855378,"Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","Microstromataceae","Microstroma","Microstroma_bacarum","SH1160514.10FU"
"66","ASV1062",0.999929983283003,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"67","ASV1063",0.999017665236602,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_sp","SH1061767.10FU"
"68","ASV1064",0.999998889351899,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hirschioporaceae","Pallidohirschioporus",NA,NA
"69","ASV1065",0.982836496752949,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,NA
"70","ASV1066",0.989387286466812,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"71","ASV1067",0.999379429933848,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"72","ASV1068",0.986964908045032,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Chromolaenicola","Chromolaenicola_chiangraiensis","SH1371296.10FU"
"73","ASV1069",0.996691408490085,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_symmetrica","SH1337841.10FU"
"74","ASV107",0.99764268074973,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_oryzae","SH1135727.10FU"
"75","ASV1070",0.999999900261297,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",NA,NA
"76","ASV1071",0.806248632416586,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Genolevuria","Genolevuria_amylolytica","SH1083110.10FU"
"77","ASV1072",0.982265867556249,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","SH1290132.10FU"
"78","ASV1073",0.732035302361228,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Cytosporaceae","Cytospora",NA,NA
"79","ASV1074",0.945252138897887,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Cadophora",NA,NA
"80","ASV1075",0.792571374156234,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1409007.10FU"
"81","ASV1076",0.99995864697637,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"82","ASV1077",0.719710059955289,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium_sp",NA
"83","ASV1078",0.999179652878967,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium","Stemphylium_sp","SH1205935.10FU"
"84","ASV1079",0.985175060678359,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"85","ASV108",0.950774013866214,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia",NA,NA
"86","ASV1080",0.947837537359171,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_oeirense","SH1665267.10FU"
"87","ASV1081",0.890267973635127,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","SH1290132.10FU"
"88","ASV1083",0.974476997732223,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,NA
"89","ASV1084",0.948674788585695,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","Leptospora_galii","SH1848607.10FU"
"90","ASV1085",0.995216211631351,"Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_restricta","SH1382014.10FU"
"91","ASV1087",0.999939382320552,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"92","ASV1088",0.990277698788347,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon_nesporii","SH1386265.10FU"
"93","ASV1089",0.716894036605509,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"94","ASV109",0.996229065847817,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_symmetrica","SH1337841.10FU"
"95","ASV1090",0.987001078979363,"Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_sympodialis","SH1349449.10FU"
"96","ASV1091",0.948967341442989,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"97","ASV1092",0.99976615585095,"Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium_golubevii","SH1410025.10FU"
"98","ASV1093",0.97982709265411,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"99","ASV1094",0.996334828199232,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"100","ASV1095",0.980925996017845,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae",NA,NA,NA
"101","ASV1096",0.7214907986148,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_collo-cygni","SH1860943.10FU"
"102","ASV1098",0.958972809668364,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Protomycetaceae","Protomyces",NA,NA
"103","ASV1099",0.994592796233559,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,NA
"104","ASV11",1,"Fungi",NA,NA,NA,NA,NA,NA,NA
"105","ASV110",0.751717910113995,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_poae","SH1049504.10FU"
"106","ASV1100",0.998667272548157,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"107","ASV1101",0.803586873867855,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Naevala","Naevala_sp","SH1748975.10FU"
"108","ASV1102",0.731546868571078,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",NA,NA
"109","ASV1104",0.950978431123146,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1383812.10FU"
"110","ASV1105",0.845492725445818,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae",NA,NA,NA
"111","ASV1106",0.800770151672647,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_lusitanicae","SH1078804.10FU"
"112","ASV1107",0.756915420105313,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"113","ASV1108",0.736520745014063,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Radulidium","Radulidium_subulatum","SH1169751.10FU"
"114","ASV1109",0.843717762295583,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"115","ASV111",0.999999656180751,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"116","ASV1110",0.869488077292461,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","Venturia_effusa","SH1367281.10FU"
"117","ASV1114",0.992044033678975,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_sp","SH1267436.10FU"
"118","ASV1115",0.798068378421704,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Septoriella","Septoriella_muriformis","SH1409111.10FU"
"119","ASV1116",0.999703245218439,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"120","ASV1117",0.943045288691057,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Annulohypoxylon","Annulohypoxylon_truncatum","SH1297493.10FU"
"121","ASV1118",0.999692274902721,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"122","ASV112",0.709053505177357,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia","Ophiognomonia_asiatica","SH1212331.10FU"
"123","ASV1120",0.999982432980062,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Hansfordiaceae","Hansfordia","Hansfordia_pruni","SH1301097.10FU"
"124","ASV1122",0.984714638859427,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,NA
"125","ASV1123",0.994255665869713,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"126","ASV1124",0.999995272630373,"Fungi",NA,NA,NA,NA,NA,NA,NA
"127","ASV1126",0.999983839069662,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_aspenensis","SH1402464.10FU"
"128","ASV1127",0.999950075190576,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Chaetothyriales_gen_Incertae_sedis","Chaetothyriales_sp","SH1265201.10FU"
"129","ASV1129",0.978919338195062,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma","Setophoma_brachypodii","SH1519563.10FU"
"130","ASV113",0.702412208987961,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","SH1409261.10FU"
"131","ASV1130",0.898682976152726,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_araucariae","SH1697927.10FU"
"132","ASV1131",0.999999857664487,"Fungi","Ascomycota","Dothideomycetes","Myriangiales","Myriangiales_fam_Incertae_sedis","Myriangiales_gen_Incertae_sedis","Myriangiales_sp","SH1348574.10FU"
"133","ASV1132",0.999985324096203,"Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Urocystidaceae","Urocystis","Urocystis_agropyri","SH1359773.10FU"
"134","ASV1133",0.999360879135861,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerellaceae_gen_Incertae_sedis","Mycosphaerellaceae_sp","SH1347568.10FU"
"135","ASV1134",0.895460677338235,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Dothiora","Dothiora_prunorum","SH1778599.10FU"
"136","ASV1135",0.997049100212045,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotiaceae_gen_Incertae_sedis","Pseudeurotiaceae_sp","SH1296273.10FU"
"137","ASV1136",0.727111133448775,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_collo-cygni","SH1860943.10FU"
"138","ASV1137",0.999999994472759,"Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Rhytisma","Rhytisma_americanum","SH1220244.10FU"
"139","ASV1138",0.901301082079893,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Cadophora",NA,NA
"140","ASV114",0.999941086947883,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Pezizellaceae","Chalara","Chalara_sp","SH1318005.10FU"
"141","ASV1140",0.868208318626416,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","Bipolaris_maydis",NA
"142","ASV1141",0.999999993934647,"Fungi",NA,NA,NA,NA,NA,NA,NA
"143","ASV1142",0.999998735707724,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina_inositophila","SH1164880.10FU"
"144","ASV1143",0.99999999999097,"Fungi",NA,NA,NA,NA,NA,NA,NA
"145","ASV1145",0.988742101265034,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"146","ASV1146",0.941659573066527,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_persica","SH1341032.10FU"
"147","ASV1147",0.999999999999988,"Fungi",NA,NA,NA,NA,NA,NA,NA
"148","ASV1148",0.99989378255615,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"149","ASV1149",0.905522147180014,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","Ceratobasidium_sp",NA
"150","ASV115",0.999999999967387,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,NA
"151","ASV1150",0.868918335859814,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"152","ASV1152",0.968141895160889,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Bjerkandera","Bjerkandera_adusta","SH1292884.10FU"
"153","ASV1153",0.947588283947233,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae",NA
"154","ASV1154",0.959135454841352,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"155","ASV1155",0.999999997037843,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia",NA,NA
"156","ASV1156",0.999818657097575,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"157","ASV1157",0.880364461921008,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Montagnula","Montagnula_scabiosae","SH1328604.10FU"
"158","ASV1158",0.998104895175201,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"159","ASV1159",0.822792657184672,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Tetracladium","Tetracladium_sp","SH1268426.10FU"
"160","ASV116",0.996185320012476,"Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium_herbarum","SH1335104.10FU"
"161","ASV1160",0.998944277185231,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cyclothyriellaceae","Cyclothyriella","Cyclothyriella_rubronotata","SH1261904.10FU"
"162","ASV1161",0.947200431446874,"Fungi","Basidiomycota",NA,NA,NA,NA,NA,NA
"163","ASV1162",0.999808354040671,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"164","ASV1163",0.995446253058837,"Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","Microstromatales_fam_Incertae_sedis","Pseudomicrostroma","Pseudomicrostroma_phylloplanum","SH1344384.10FU"
"165","ASV1164",0.99469648803362,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris",NA,NA
"166","ASV1165",0.975051581809571,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Keissleriella_cladophila","SH1297254.10FU"
"167","ASV1166",0.998557703310187,"Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Lophodermium","Lophodermium_herbarum","SH1336414.10FU"
"168","ASV1167",0.999848933619546,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"169","ASV1168",0.960044926377829,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Phialophora","Phialophora_verrucosa","SH1868260.10FU"
"170","ASV1169",0.978548470549839,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,NA
