"","Feature.ID","Confidence","domain","phylum","class","order","family","genus","species","SH"
"2162","ASV59",0.999974894911146,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta_desmazieri","SH1213341.10FU"
"2163","ASV591",0.995250619769297,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur","Occultifur_kilbournensis","SH1337844.10FU"
"2164","ASV592",0.979538470081749,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_macerans","SH1083411.10FU"
"2165","ASV593",0.997356747245948,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pyrenochaetopsidaceae","Pyrenochaetopsis","Pyrenochaetopsis_leptospora","SH1372158.10FU"
"2166","ASV594",0.999944274077391,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerencoelia","Sclerencoelia_fraxinicola","SH1336659.10FU"
"2167","ASV595",0.994151379271245,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"2168","ASV596",0.999998578098401,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_longistriatus","SH1231199.10FU"
"2169","ASV597",0.997819036210989,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"2170","ASV598",0.997213971154708,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia_striiformis",NA
"2171","ASV599",0.999961480442755,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellales_fam_Incertae_sedis","Tremellales_gen_Incertae_sedis","Tremellales_sp","SH1344476.10FU"
"2172","ASV6",0.999936535529165,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"2173","ASV60",0.999990874051538,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","Didymocyrtis_pini","SH1311120.10FU"
"2174","ASV600",0.74073883184554,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_cliviicola","SH1226423.10FU"
"2175","ASV601",0.999999992696056,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Apiosporaceae","Nigrospora",NA,NA
"2176","ASV602",0.842187395107395,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_koalae","SH1273294.10FU"
"2177","ASV603",0.851326720777104,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Fraxinicola","Fraxinicola_europaea","SH1367312.10FU"
"2178","ASV604",0.79314157123779,"Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA,NA
"2179","ASV605",0.770655198904446,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_roseus","SH1273273.10FU"
"2180","ASV606",0.999969025703363,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","Didymocyrtis_pini","SH1311120.10FU"
"2181","ASV607",0.875586595896637,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1311235.10FU"
"2182","ASV608",0.84731140926665,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,NA
"2183","ASV609",0.997860848395343,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Seimatosporium","Seimatosporium_centrale","SH1272737.10FU"
"2184","ASV61",0.900138188713107,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","Didymocyrtis_septata","SH1311153.10FU"
"2185","ASV610",0.999976797695349,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_breonadiae","SH1061616.10FU"
"2186","ASV611",0.805040621480463,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Septoriella",NA,NA
"2187","ASV612",0.75414225126432,"Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Diplodia","Diplodia_africana","SH1238559.10FU"
"2188","ASV613",0.735112736017867,"Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Diplodia","Diplodia_africana","SH1238559.10FU"
"2189","ASV614",0.81256035147093,"Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Diplodia","Diplodia_corticola","SH1706978.10FU"
"2190","ASV615",0.956389447049528,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"2191","ASV616",0.835196564614221,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_sp","SH1061767.10FU"
"2192","ASV617",0.941754238183266,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum_rostratum","SH1206619.10FU"
"2193","ASV618",0.988806903372343,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellales_fam_Incertae_sedis","Tremellales_gen_Incertae_sedis","Tremellales_sp","SH1402498.10FU"
"2194","ASV619",0.9947196418823,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"2195","ASV62",0.999777559975706,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Udeniomyces","Udeniomyces_megalosporus","SH1052934.10FU"
"2196","ASV620",0.988237044850094,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1233094.10FU"
"2197","ASV621",0.733066142159974,"Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium_herbarum","SH1335104.10FU"
"2198","ASV622",0.99814034830212,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"2199","ASV623",0.996769327054047,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"2200","ASV625",0.751320688636742,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora","Parastagonospora_poagena","SH1950436.10FU"
"2201","ASV626",0.799510650074928,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"2202","ASV627",0.967092196422847,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Keissleriella_poagena","SH1349354.10FU"
"2203","ASV628",0.999696924542608,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"2204","ASV629",0.995484966345007,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur","Occultifur_kilbournensis","SH1337844.10FU"
"2205","ASV63",0.730981416024177,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,NA
"2206","ASV630",0.999616594603543,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"2207","ASV631",0.883343963972402,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,NA
"2208","ASV632",0.998390222801374,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis_piscis","SH1385271.10FU"
"2209","ASV634",0.85575551307686,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_pye","SH1949986.10FU"
"2210","ASV635",0.760601643548347,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_nyssicola",NA
"2211","ASV636",0.877160348459546,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_sp","SH1408994.10FU"
"2212","ASV637",0.723479015894143,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria_sp",NA
"2213","ASV638",0.981492154784836,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur","Occultifur_kilbournensis","SH1337844.10FU"
"2214","ASV639",0.836906183129456,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1383812.10FU"
"2215","ASV64",0.976902543051817,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"2216","ASV640",0.998571400329379,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,NA
"2217","ASV641",0.974234016957481,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Itersonilia","Itersonilia_perplexans","SH1087629.10FU"
"2218","ASV642",0.876912822172886,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"2219","ASV643",0.959102725606136,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Protomycetaceae","Protomyces",NA,NA
"2220","ASV644",0.987617965719338,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris",NA,NA
"2221","ASV645",0.993925450041845,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Exidia","Exidia_glandulosa","SH1081136.10FU"
"2222","ASV646",0.9900877481322,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Hyphodermella","Hyphodermella_rosae","SH1412789.10FU"
"2223","ASV647",0.813938809631939,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"2224","ASV648",0.987577849520898,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Minimedusa","Minimedusa_polyspora","SH1320836.10FU"
"2225","ASV649",0.997534382013342,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_macerans","SH1083429.10FU"
"2226","ASV65",0.928218962862579,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora",NA,NA
"2227","ASV650",0.999889570800378,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"2228","ASV651",0.832207101617793,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Dothiora","Dothiora_coronillae","SH1290050.10FU"
"2229","ASV652",0.972685295245369,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"2230","ASV653",0.918288340374362,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"2231","ASV655",0.99974847918079,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"2232","ASV656",0.996951259411421,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1311238.10FU"
"2233","ASV657",0.937432415662023,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_sp","SH1366590.10FU"
"2234","ASV658",0.999999999999987,"Fungi",NA,NA,NA,NA,NA,NA,NA
"2235","ASV659",0.946580998434745,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"2236","ASV66",0.987127205864895,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_zeae","SH1135730.10FU"
"2237","ASV660",0.987898291657181,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_fructigena","SH1055126.10FU"
"2238","ASV661",0.979354605307098,"Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Colacogloeaceae","Colacogloea","Colacogloea_terpenoidalis","SH1273305.10FU"
"2239","ASV663",0.999978213910878,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces","Limonomyces_roseipellis","SH1218656.10FU"
"2240","ASV664",0.999907018796806,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Spizellomycetales_sp",NA
"2241","ASV665",0.999998758236638,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Apiosporaceae","Nigrospora",NA,NA
"2242","ASV666",0.753605900561332,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"2243","ASV667",0.933225638445594,"Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,NA
"2244","ASV668",0.806588818129405,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Irpex","Irpex_lacteus","SH1080393.10FU"
"2245","ASV669",0.993493616289743,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","Leptospora_sp","SH1338561.10FU"
"2246","ASV67",0.858476388656216,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"2247","ASV670",0.965389997913297,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Gyoerffyella","Gyoerffyella_sp","SH1268465.10FU"
"2248","ASV671",0.884660834522924,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Keissleriella_quadriseptata","SH1349364.10FU"
"2249","ASV672",0.71599226705848,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium_sp",NA
"2250","ASV673",0.959771010652345,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"2251","ASV674",0.971977759177832,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Cytosporaceae","Cytospora",NA,NA
"2252","ASV675",0.968547509831441,"Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia","Tilletia_indica","SH1190324.10FU"
"2253","ASV676",0.994620909181974,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","SH1290132.10FU"
"2254","ASV677",0.983153533638578,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma_flava","SH1303678.10FU"
"2255","ASV678",0.999965679723359,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"2256","ASV679",0.999985064975379,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"2257","ASV68",0.761766500723238,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,NA
"2258","ASV681",0.701606091069814,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia","Ophiognomonia_asiatica","SH1212331.10FU"
"2259","ASV682",0.756861875000664,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA,NA
"2260","ASV683",0.999999948301651,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon","Hypoxylon_olivaceopigmentum","SH1325805.10FU"
"2261","ASV684",0.96775207238352,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_tricinctum","SH1049685.10FU"
"2262","ASV685",0.966213869897133,"Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Sampaiozyma","Sampaiozyma_sp","SH1231650.10FU"
"2263","ASV686",0.999742156208947,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaetaceae_gen_Incertae_sedis","Hymenochaetaceae_sp","SH1219098.10FU"
"2264","ASV687",0.703242449369501,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans",NA
"2265","ASV688",0.976269545964812,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma",NA,NA
"2266","ASV689",0.999957279903193,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","SH1051489.10FU"
"2267","ASV69",0.99429036593341,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_alba","SH1204217.10FU"
"2268","ASV691",0.908657616801739,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"2269","ASV692",0.759966124313103,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,NA
"2270","ASV693",0.965534670872451,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora_albobadia","SH1054415.10FU"
"2271","ASV694",0.999459822172923,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma",NA,NA
"2272","ASV695",0.958433515811148,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia","Ophiognomonia_melanostyla","SH1212374.10FU"
"2273","ASV696",0.786618096753991,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae",NA,NA,NA
"2274","ASV697",0.989446040785286,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Populomyces","Populomyces_zwinianus","SH1406151.10FU"
"2275","ASV698",0.999999999689085,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"2276","ASV699",0.932894812231828,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes","Trametes_versicolor","SH1088860.10FU"
"2277","ASV7",0.99999611830888,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,NA
"2278","ASV70",0.999953218020768,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_coprosmae","SH1135750.10FU"
"2279","ASV700",0.714818225159926,"Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Rhizophydiales_gen_Incertae_sedis","Rhizophydiales_sp",NA
"2280","ASV701",0.914913299823994,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces",NA,NA
"2281","ASV702",0.995319525256524,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA,NA
"2282","ASV703",0.999598582068517,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina_inositophila","SH1164880.10FU"
"2283","ASV704",0.999997338816459,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina_inositophila","SH1164880.10FU"
"2284","ASV705",0.95894415989848,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Phaeodothis","Phaeodothis_mori","SH1393934.10FU"
"2285","ASV706",0.997663980808034,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia","Auricularia_camposii","SH1081201.10FU"
"2286","ASV707",0.999925775242962,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"2287","ASV71",0.893597073058684,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_poae","SH1049344.10FU"
"2288","ASV710",0.999991767395484,"Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora",NA,NA
"2289","ASV711",0.983473263444297,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Pleuroascaceae","Entimomentora","Entimomentora_hyalina","SH1320375.10FU"
"2290","ASV713",0.999688882661399,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema",NA,NA
"2291","ASV714",0.999889912520717,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina",NA,NA
"2292","ASV715",0.97786952637755,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"2293","ASV716",0.992294989159057,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae",NA,NA,NA
"2294","ASV717",0.995861607099635,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_caroliniana","SH1336761.10FU"
"2295","ASV718",0.960517280761117,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_caroliniana","SH1336761.10FU"
"2296","ASV719",0.999999366524806,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Vuilleminiaceae","Vuilleminiaceae_gen_Incertae_sedis","Vuilleminiaceae_sp","SH1308908.10FU"
"2297","ASV72",0.985912479599468,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","SH1290132.10FU"
"2298","ASV720",0.842519350731913,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_sp","SH1342493.10FU"
"2299","ASV721",0.999900263719754,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Eutypella",NA,NA
"2300","ASV722",0.748729594988173,"Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Chytridiomycota_sp","SH1269260.10FU"
"2301","ASV723",0.856262055117555,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"2302","ASV724",0.818120033656191,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_tsudae","SH1206740.10FU"
"2303","ASV725",0.910087902588316,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaetaceae_gen_Incertae_sedis","Hymenochaetaceae_sp","SH1069800.10FU"
"2304","ASV726",0.999999999996362,"Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Anthracoideaceae","Farysia","Farysia_acheniorum","SH1359862.10FU"
"2305","ASV727",0.994683276195979,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1061757.10FU"
"2306","ASV728",0.945932233795021,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"2307","ASV729",0.999597486645308,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"2308","ASV73",0.999884504737806,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","Leptospora_sp","SH1338567.10FU"
"2309","ASV730",0.936283603585875,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"2310","ASV732",0.999992725972045,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_spartinae","SH1365951.10FU"
"2311","ASV733",0.923822070811747,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae_gen_Incertae_sedis","Filobasidiaceae_sp",NA
"2312","ASV734",0.81747267769976,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia","Ophiognomonia_lenticulispora","SH1212318.10FU"
"2313","ASV735",0.975282403515097,"Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium_herbarum","SH1335104.10FU"
"2314","ASV736",0.999997863380282,"Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Sordariomycetes_gen_Incertae_sedis","Sordariomycetes_sp","SH1267088.10FU"
"2315","ASV737",0.991777114696471,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_sp","SH1402536.10FU"
"2316","ASV738",0.97929384570923,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Murispora","Murispora_kazachstanica","SH1077352.10FU"
"2317","ASV739",0.999885284214984,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"2318","ASV74",0.999954309222272,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"2319","ASV740",0.813473821174265,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces","Limonomyces_sp","SH1366066.10FU"
"2320","ASV741",0.992340929949795,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Diatrypaceae_gen_Incertae_sedis","Diatrypaceae_sp","SH1168675.10FU"
"2321","ASV742",0.973075399589683,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Xylobolus","Xylobolus_frustulatus","SH1136851.10FU"
"2322","ASV743",0.808095937126431,"Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","Physcia_stellaris","SH1218696.10FU"
"2323","ASV744",0.944238636499787,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"2324","ASV745",0.850492448908163,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"2325","ASV746",0.932761982569465,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA,NA
